State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
RI,2021,World,"Coffee, unroasted",396739,1,Exports,Fiscal quarter 1
RI,2021,Canada,"Coffee, unroasted",154265,2,Exports,Fiscal quarter 2
RI,2021,World,"Coffee, unroasted",154265,2,Exports,Fiscal quarter 2
RI,2021,Canada,"Coffee, unroasted",247588,3,Exports,Fiscal quarter 3
RI,2021,World,"Coffee, unroasted",247588,3,Exports,Fiscal quarter 3
RI,2021,United Arab Emirates,"Coffee, unroasted",25265,4,Exports,Fiscal quarter 4
RI,2021,Russia,"Coffee, unroasted",105416,4,Exports,Fiscal quarter 4
RI,2021,Canada,"Coffee, unroasted",320767,4,Exports,Fiscal quarter 4
RI,2021,World,"Coffee, unroasted",451448,4,Exports,Fiscal quarter 4
ID,2021,Ireland,Milled grains and products,179022,0,Exports,Fiscal year total
ID,2021,United Kingdom,Milled grains and products,491058,0,Exports,Fiscal year total
ID,2021,Brazil,Milled grains and products,617064,0,Exports,Fiscal year total
ID,2021,Canada,Milled grains and products,2042675,0,Exports,Fiscal year total
ID,2021,Mexico,Milled grains and products,78489297,0,Exports,Fiscal year total
ID,2021,World,Milled grains and products,82169964,0,Exports,Fiscal year total
ID,2021,Canada,Milled grains and products,840220,1,Exports,Fiscal quarter 1
ID,2021,Mexico,Milled grains and products,21396186,1,Exports,Fiscal quarter 1
ID,2021,World,Milled grains and products,22518069,1,Exports,Fiscal quarter 1
ID,2021,Canada,Milled grains and products,565298,2,Exports,Fiscal quarter 2
ID,2021,Brazil,Milled grains and products,617064,2,Exports,Fiscal quarter 2
ID,2021,Mexico,Milled grains and products,16695069,2,Exports,Fiscal quarter 2
ID,2021,World,Milled grains and products,17903145,2,Exports,Fiscal quarter 2
ID,2021,Canada,Milled grains and products,244984,3,Exports,Fiscal quarter 3
ID,2021,Mexico,Milled grains and products,18052122,3,Exports,Fiscal quarter 3
ID,2021,World,Milled grains and products,18340577,3,Exports,Fiscal quarter 3
ID,2021,Ireland,Milled grains and products,179022,4,Exports,Fiscal quarter 4
ID,2021,Canada,Milled grains and products,392173,4,Exports,Fiscal quarter 4
ID,2021,United Kingdom,Milled grains and products,491058,4,Exports,Fiscal quarter 4
ID,2021,Mexico,Milled grains and products,22345920,4,Exports,Fiscal quarter 4
ID,2021,World,Milled grains and products,23408173,4,Exports,Fiscal quarter 4
MT,2021,China,Milled grains and products,17520,0,Exports,Fiscal year total
MT,2021,Brazil,Milled grains and products,20763,0,Exports,Fiscal year total
MT,2021,Finland,Milled grains and products,165004,0,Exports,Fiscal year total
MT,2021,Canada,Milled grains and products,4729036,0,Exports,Fiscal year total
MT,2021,Mexico,Milled grains and products,24017614,0,Exports,Fiscal year total
MT,2021,World,Milled grains and products,28959572,0,Exports,Fiscal year total
MT,2021,Canada,Milled grains and products,1111243,1,Exports,Fiscal quarter 1
MT,2021,Mexico,Milled grains and products,6263454,1,Exports,Fiscal quarter 1
MT,2021,World,Milled grains and products,7374697,1,Exports,Fiscal quarter 1
MT,2021,Canada,Milled grains and products,1225858,2,Exports,Fiscal quarter 2
MT,2021,Mexico,Milled grains and products,3652078,2,Exports,Fiscal quarter 2
MT,2021,World,Milled grains and products,4877936,2,Exports,Fiscal quarter 2
MT,2021,China,Milled grains and products,17520,3,Exports,Fiscal quarter 3
MT,2021,Brazil,Milled grains and products,20763,3,Exports,Fiscal quarter 3
MT,2021,Finland,Milled grains and products,165004,3,Exports,Fiscal quarter 3
MT,2021,Canada,Milled grains and products,1209547,3,Exports,Fiscal quarter 3
MT,2021,Mexico,Milled grains and products,5754135,3,Exports,Fiscal quarter 3
MT,2021,World,Milled grains and products,7166969,3,Exports,Fiscal quarter 3
MT,2021,Canada,Milled grains and products,1182388,4,Exports,Fiscal quarter 4
MT,2021,Mexico,Milled grains and products,8347947,4,Exports,Fiscal quarter 4
MT,2021,World,Milled grains and products,9539970,4,Exports,Fiscal quarter 4
AK,2021,Hong Kong,Soybean meal,24745,0,Exports,Fiscal year total
AK,2021,Colombia,Soybean meal,7640666,0,Exports,Fiscal year total
AK,2021,World,Soybean meal,7665411,0,Exports,Fiscal year total
AK,2021,Hong Kong,Soybean meal,24745,2,Exports,Fiscal quarter 2
AK,2021,World,Soybean meal,24745,2,Exports,Fiscal quarter 2
AK,2021,Colombia,Soybean meal,7640666,3,Exports,Fiscal quarter 3
AK,2021,World,Soybean meal,7640666,3,Exports,Fiscal quarter 3
IA,2021,Morocco,Soybean meal,4704173,0,Exports,Fiscal year total
IA,2021,Israel,Soybean meal,6087556,0,Exports,Fiscal year total
IA,2021,Japan,Soybean meal,20240454,0,Exports,Fiscal year total
IA,2021,Canada,Soybean meal,143110421,0,Exports,Fiscal year total
IA,2021,Mexico,Soybean meal,311251960,0,Exports,Fiscal year total
IA,2021,World,Soybean meal,496049659,0,Exports,Fiscal year total
IA,2021,Israel,Soybean meal,31641,1,Exports,Fiscal quarter 1
IA,2021,Japan,Soybean meal,2982165,1,Exports,Fiscal quarter 1
IA,2021,Canada,Soybean meal,38301042,1,Exports,Fiscal quarter 1
IA,2021,Mexico,Soybean meal,64706686,1,Exports,Fiscal quarter 1
IA,2021,World,Soybean meal,107531547,1,Exports,Fiscal quarter 1
IA,2021,Israel,Soybean meal,44480,2,Exports,Fiscal quarter 2
IA,2021,Japan,Soybean meal,4237107,2,Exports,Fiscal quarter 2
IA,2021,Canada,Soybean meal,32439096,2,Exports,Fiscal quarter 2
IA,2021,Mexico,Soybean meal,88851402,2,Exports,Fiscal quarter 2
IA,2021,World,Soybean meal,127341725,2,Exports,Fiscal quarter 2
IA,2021,Morocco,Soybean meal,4704173,3,Exports,Fiscal quarter 3
IA,2021,Israel,Soybean meal,5960825,3,Exports,Fiscal quarter 3
IA,2021,Japan,Soybean meal,10242220,3,Exports,Fiscal quarter 3
IA,2021,Canada,Soybean meal,37353429,3,Exports,Fiscal quarter 3
IA,2021,Mexico,Soybean meal,82596924,3,Exports,Fiscal quarter 3
IA,2021,World,Soybean meal,145797756,3,Exports,Fiscal quarter 3
IA,2021,Israel,Soybean meal,50610,4,Exports,Fiscal quarter 4
IA,2021,Japan,Soybean meal,2778962,4,Exports,Fiscal quarter 4
IA,2021,Canada,Soybean meal,35016854,4,Exports,Fiscal quarter 4
IA,2021,Mexico,Soybean meal,75096948,4,Exports,Fiscal quarter 4
IA,2021,World,Soybean meal,115378631,4,Exports,Fiscal quarter 4
LA,2021,Honduras,Soybean meal,145780286,0,Exports,Fiscal year total
LA,2021,Guatemala,Soybean meal,206302293,0,Exports,Fiscal year total
LA,2021,Dominican Republic,Soybean meal,223962399,0,Exports,Fiscal year total
LA,2021,Ecuador,Soybean meal,273166609,0,Exports,Fiscal year total
LA,2021,Colombia,Soybean meal,469048224,0,Exports,Fiscal year total
LA,2021,World,Soybean meal,2328490178,0,Exports,Fiscal year total
LA,2021,Honduras,Soybean meal,37398111,1,Exports,Fiscal quarter 1
LA,2021,Guatemala,Soybean meal,47341732,1,Exports,Fiscal quarter 1
LA,2021,Dominican Republic,Soybean meal,57299258,1,Exports,Fiscal quarter 1
LA,2021,Ecuador,Soybean meal,92788472,1,Exports,Fiscal quarter 1
LA,2021,Colombia,Soybean meal,141554900,1,Exports,Fiscal quarter 1
LA,2021,World,Soybean meal,620681971,1,Exports,Fiscal quarter 1
LA,2021,Honduras,Soybean meal,36098683,2,Exports,Fiscal quarter 2
LA,2021,Guatemala,Soybean meal,56703035,2,Exports,Fiscal quarter 2
LA,2021,Dominican Republic,Soybean meal,71037105,2,Exports,Fiscal quarter 2
LA,2021,Ecuador,Soybean meal,77099689,2,Exports,Fiscal quarter 2
LA,2021,Colombia,Soybean meal,190934317,2,Exports,Fiscal quarter 2
LA,2021,World,Soybean meal,836826635,2,Exports,Fiscal quarter 2
LA,2021,Honduras,Soybean meal,43798937,3,Exports,Fiscal quarter 3
LA,2021,Ecuador,Soybean meal,46383087,3,Exports,Fiscal quarter 3
LA,2021,Dominican Republic,Soybean meal,48347896,3,Exports,Fiscal quarter 3
LA,2021,Guatemala,Soybean meal,61347643,3,Exports,Fiscal quarter 3
LA,2021,Colombia,Soybean meal,82143713,3,Exports,Fiscal quarter 3
LA,2021,World,Soybean meal,486071329,3,Exports,Fiscal quarter 3
LA,2021,Honduras,Soybean meal,28484555,4,Exports,Fiscal quarter 4
LA,2021,Guatemala,Soybean meal,40909883,4,Exports,Fiscal quarter 4
LA,2021,Dominican Republic,Soybean meal,47278140,4,Exports,Fiscal quarter 4
LA,2021,Colombia,Soybean meal,54415294,4,Exports,Fiscal quarter 4
LA,2021,Ecuador,Soybean meal,56895361,4,Exports,Fiscal quarter 4
LA,2021,World,Soybean meal,384910243,4,Exports,Fiscal quarter 4
MI,2021,Netherlands,Soybean meal,2925662,0,Exports,Fiscal year total
MI,2021,South Korea,Soybean meal,3866985,0,Exports,Fiscal year total
MI,2021,Taiwan,Soybean meal,5918024,0,Exports,Fiscal year total
MI,2021,Japan,Soybean meal,12437597,0,Exports,Fiscal year total
MI,2021,Canada,Soybean meal,173400302,0,Exports,Fiscal year total
MI,2021,World,Soybean meal,204090154,0,Exports,Fiscal year total
MI,2021,Netherlands,Soybean meal,170089,1,Exports,Fiscal quarter 1
MI,2021,South Korea,Soybean meal,400740,1,Exports,Fiscal quarter 1
MI,2021,Taiwan,Soybean meal,2189898,1,Exports,Fiscal quarter 1
MI,2021,Japan,Soybean meal,2473617,1,Exports,Fiscal quarter 1
MI,2021,Canada,Soybean meal,40218333,1,Exports,Fiscal quarter 1
MI,2021,World,Soybean meal,48215190,1,Exports,Fiscal quarter 1
MI,2021,Netherlands,Soybean meal,129411,2,Exports,Fiscal quarter 2
MI,2021,South Korea,Soybean meal,388532,2,Exports,Fiscal quarter 2
MI,2021,Taiwan,Soybean meal,1272364,2,Exports,Fiscal quarter 2
MI,2021,Japan,Soybean meal,2959000,2,Exports,Fiscal quarter 2
MI,2021,Canada,Soybean meal,35769936,2,Exports,Fiscal quarter 2
MI,2021,World,Soybean meal,41557808,2,Exports,Fiscal quarter 2
MI,2021,Netherlands,Soybean meal,446099,3,Exports,Fiscal quarter 3
MI,2021,South Korea,Soybean meal,1106638,3,Exports,Fiscal quarter 3
MI,2021,Taiwan,Soybean meal,1438047,3,Exports,Fiscal quarter 3
MI,2021,Japan,Soybean meal,2681291,3,Exports,Fiscal quarter 3
MI,2021,Canada,Soybean meal,48090800,3,Exports,Fiscal quarter 3
MI,2021,World,Soybean meal,54996605,3,Exports,Fiscal quarter 3
MI,2021,Taiwan,Soybean meal,1017715,4,Exports,Fiscal quarter 4
MI,2021,South Korea,Soybean meal,1971075,4,Exports,Fiscal quarter 4
MI,2021,Netherlands,Soybean meal,2180063,4,Exports,Fiscal quarter 4
MI,2021,Japan,Soybean meal,4323689,4,Exports,Fiscal quarter 4
MI,2021,Canada,Soybean meal,49321233,4,Exports,Fiscal quarter 4
MI,2021,World,Soybean meal,59320551,4,Exports,Fiscal quarter 4
MN,2021,Cambodia,Soybean meal,1498325,0,Exports,Fiscal year total
MN,2021,South Korea,Soybean meal,1689590,0,Exports,Fiscal year total
MN,2021,Taiwan,Soybean meal,2061469,0,Exports,Fiscal year total
MN,2021,Canada,Soybean meal,73449236,0,Exports,Fiscal year total
MN,2021,Mexico,Soybean meal,134306585,0,Exports,Fiscal year total
MN,2021,World,Soybean meal,216769728,0,Exports,Fiscal year total
MN,2021,Taiwan,Soybean meal,412960,1,Exports,Fiscal quarter 1
MN,2021,South Korea,Soybean meal,751289,1,Exports,Fiscal quarter 1
MN,2021,Cambodia,Soybean meal,1498325,1,Exports,Fiscal quarter 1
MN,2021,Canada,Soybean meal,20077982,1,Exports,Fiscal quarter 1
MN,2021,Mexico,Soybean meal,26960236,1,Exports,Fiscal quarter 1
MN,2021,World,Soybean meal,51122112,1,Exports,Fiscal quarter 1
MN,2021,South Korea,Soybean meal,604401,2,Exports,Fiscal quarter 2
MN,2021,Taiwan,Soybean meal,1278227,2,Exports,Fiscal quarter 2
MN,2021,Canada,Soybean meal,23567314,2,Exports,Fiscal quarter 2
MN,2021,Mexico,Soybean meal,52085699,2,Exports,Fiscal quarter 2
MN,2021,World,Soybean meal,77849043,2,Exports,Fiscal quarter 2
MN,2021,South Korea,Soybean meal,305093,3,Exports,Fiscal quarter 3
MN,2021,Taiwan,Soybean meal,370282,3,Exports,Fiscal quarter 3
MN,2021,Canada,Soybean meal,17666564,3,Exports,Fiscal quarter 3
MN,2021,Mexico,Soybean meal,29615094,3,Exports,Fiscal quarter 3
MN,2021,World,Soybean meal,49243477,3,Exports,Fiscal quarter 3
MN,2021,South Korea,Soybean meal,28807,4,Exports,Fiscal quarter 4
MN,2021,Canada,Soybean meal,12137376,4,Exports,Fiscal quarter 4
MN,2021,Mexico,Soybean meal,25645556,4,Exports,Fiscal quarter 4
MN,2021,World,Soybean meal,38555096,4,Exports,Fiscal quarter 4
MO,2021,Oman,Soybean meal,281051,0,Exports,Fiscal year total
MO,2021,Indonesia,Soybean meal,338195,0,Exports,Fiscal year total
MO,2021,Taiwan,Soybean meal,630551,0,Exports,Fiscal year total
MO,2021,Sri Lanka,Soybean meal,1540227,0,Exports,Fiscal year total
MO,2021,Mexico,Soybean meal,183993629,0,Exports,Fiscal year total
MO,2021,World,Soybean meal,188089900,0,Exports,Fiscal year total
MO,2021,Indonesia,Soybean meal,338195,1,Exports,Fiscal quarter 1
MO,2021,Taiwan,Soybean meal,630551,1,Exports,Fiscal quarter 1
MO,2021,Sri Lanka,Soybean meal,967587,1,Exports,Fiscal quarter 1
MO,2021,Mexico,Soybean meal,45450654,1,Exports,Fiscal quarter 1
MO,2021,World,Soybean meal,47820061,1,Exports,Fiscal quarter 1
MO,2021,Sri Lanka,Soybean meal,352640,2,Exports,Fiscal quarter 2
MO,2021,Mexico,Soybean meal,66812237,2,Exports,Fiscal quarter 2
MO,2021,World,Soybean meal,67442849,2,Exports,Fiscal quarter 2
MO,2021,Sri Lanka,Soybean meal,220000,3,Exports,Fiscal quarter 3
MO,2021,Oman,Soybean meal,281051,3,Exports,Fiscal quarter 3
MO,2021,Mexico,Soybean meal,40050768,3,Exports,Fiscal quarter 3
MO,2021,World,Soybean meal,41021163,3,Exports,Fiscal quarter 3
MO,2021,Mexico,Soybean meal,31679970,4,Exports,Fiscal quarter 4
MO,2021,World,Soybean meal,31805827,4,Exports,Fiscal quarter 4
NE,2021,Vietnam,Soybean meal,4920265,0,Exports,Fiscal year total
NE,2021,Burma,Soybean meal,10148369,0,Exports,Fiscal year total
NE,2021,Sri Lanka,Soybean meal,10344812,0,Exports,Fiscal year total
NE,2021,Indonesia,Soybean meal,22263315,0,Exports,Fiscal year total
NE,2021,Mexico,Soybean meal,174790330,0,Exports,Fiscal year total
NE,2021,World,Soybean meal,241451192,0,Exports,Fiscal year total
NE,2021,Sri Lanka,Soybean meal,907104,1,Exports,Fiscal quarter 1
NE,2021,Vietnam,Soybean meal,3010219,1,Exports,Fiscal quarter 1
NE,2021,Burma,Soybean meal,7851157,1,Exports,Fiscal quarter 1
NE,2021,Indonesia,Soybean meal,8879295,1,Exports,Fiscal quarter 1
NE,2021,Mexico,Soybean meal,45662452,1,Exports,Fiscal quarter 1
NE,2021,World,Soybean meal,69319789,1,Exports,Fiscal quarter 1
NE,2021,Vietnam,Soybean meal,1910046,2,Exports,Fiscal quarter 2
NE,2021,Sri Lanka,Soybean meal,2029932,2,Exports,Fiscal quarter 2
NE,2021,Burma,Soybean meal,2297212,2,Exports,Fiscal quarter 2
NE,2021,Indonesia,Soybean meal,12808281,2,Exports,Fiscal quarter 2
NE,2021,Mexico,Soybean meal,39584237,2,Exports,Fiscal quarter 2
NE,2021,World,Soybean meal,60954758,2,Exports,Fiscal quarter 2
NE,2021,Indonesia,Soybean meal,575739,3,Exports,Fiscal quarter 3
NE,2021,Sri Lanka,Soybean meal,2704533,3,Exports,Fiscal quarter 3
NE,2021,Mexico,Soybean meal,60355285,3,Exports,Fiscal quarter 3
NE,2021,World,Soybean meal,67805016,3,Exports,Fiscal quarter 3
NE,2021,Sri Lanka,Soybean meal,4703243,4,Exports,Fiscal quarter 4
NE,2021,Mexico,Soybean meal,29188356,4,Exports,Fiscal quarter 4
NE,2021,World,Soybean meal,43371629,4,Exports,Fiscal quarter 4
SD,2021,Thailand,Soybean meal,35264,0,Exports,Fiscal year total
SD,2021,Taiwan,Soybean meal,3605034,0,Exports,Fiscal year total
SD,2021,Philippines,Soybean meal,4317872,0,Exports,Fiscal year total
SD,2021,Canada,Soybean meal,106304128,0,Exports,Fiscal year total
SD,2021,World,Soybean meal,114262298,0,Exports,Fiscal year total
SD,2021,Taiwan,Soybean meal,662765,1,Exports,Fiscal quarter 1
SD,2021,Canada,Soybean meal,23101355,1,Exports,Fiscal quarter 1
SD,2021,World,Soybean meal,23764120,1,Exports,Fiscal quarter 1
SD,2021,Taiwan,Soybean meal,754338,2,Exports,Fiscal quarter 2
SD,2021,Canada,Soybean meal,23656648,2,Exports,Fiscal quarter 2
SD,2021,World,Soybean meal,24410986,2,Exports,Fiscal quarter 2
SD,2021,Taiwan,Soybean meal,1031931,3,Exports,Fiscal quarter 3
SD,2021,Canada,Soybean meal,30164937,3,Exports,Fiscal quarter 3
SD,2021,World,Soybean meal,31196868,3,Exports,Fiscal quarter 3
SD,2021,Thailand,Soybean meal,35264,4,Exports,Fiscal quarter 4
SD,2021,Taiwan,Soybean meal,1156000,4,Exports,Fiscal quarter 4
SD,2021,Philippines,Soybean meal,4317872,4,Exports,Fiscal quarter 4
SD,2021,Canada,Soybean meal,29381188,4,Exports,Fiscal quarter 4
SD,2021,World,Soybean meal,34890324,4,Exports,Fiscal quarter 4
VA,2021,Philippines,Soybean meal,15176530,0,Exports,Fiscal year total
VA,2021,Morocco,Soybean meal,26948883,0,Exports,Fiscal year total
VA,2021,Burma,Soybean meal,27995185,0,Exports,Fiscal year total
VA,2021,Sri Lanka,Soybean meal,36088535,0,Exports,Fiscal year total
VA,2021,Venezuela,Soybean meal,40994719,0,Exports,Fiscal year total
VA,2021,World,Soybean meal,239469203,0,Exports,Fiscal year total
VA,2021,Philippines,Soybean meal,3616533,1,Exports,Fiscal quarter 1
VA,2021,Sri Lanka,Soybean meal,5976589,1,Exports,Fiscal quarter 1
VA,2021,Burma,Soybean meal,7571275,1,Exports,Fiscal quarter 1
VA,2021,Venezuela,Soybean meal,21634693,1,Exports,Fiscal quarter 1
VA,2021,World,Soybean meal,61007855,1,Exports,Fiscal quarter 1
VA,2021,Philippines,Soybean meal,4310065,2,Exports,Fiscal quarter 2
VA,2021,Sri Lanka,Soybean meal,5898938,2,Exports,Fiscal quarter 2
VA,2021,Burma,Soybean meal,6767257,2,Exports,Fiscal quarter 2
VA,2021,Morocco,Soybean meal,13908827,2,Exports,Fiscal quarter 2
VA,2021,World,Soybean meal,56215255,2,Exports,Fiscal quarter 2
VA,2021,Burma,Soybean meal,1894296,3,Exports,Fiscal quarter 3
VA,2021,Philippines,Soybean meal,2993108,3,Exports,Fiscal quarter 3
VA,2021,Morocco,Soybean meal,12989299,3,Exports,Fiscal quarter 3
VA,2021,Venezuela,Soybean meal,13817052,3,Exports,Fiscal quarter 3
VA,2021,Sri Lanka,Soybean meal,15961483,3,Exports,Fiscal quarter 3
VA,2021,World,Soybean meal,61759210,3,Exports,Fiscal quarter 3
VA,2021,Morocco,Soybean meal,50757,4,Exports,Fiscal quarter 4
VA,2021,Philippines,Soybean meal,4256824,4,Exports,Fiscal quarter 4
VA,2021,Venezuela,Soybean meal,5542974,4,Exports,Fiscal quarter 4
VA,2021,Sri Lanka,Soybean meal,8251525,4,Exports,Fiscal quarter 4
VA,2021,Burma,Soybean meal,11762357,4,Exports,Fiscal quarter 4
VA,2021,World,Soybean meal,60486883,4,Exports,Fiscal quarter 4
WA,2021,Japan,Soybean meal,30514982,0,Exports,Fiscal year total
WA,2021,Bangladesh,Soybean meal,45719010,0,Exports,Fiscal year total
WA,2021,Indonesia,Soybean meal,56194664,0,Exports,Fiscal year total
WA,2021,Vietnam,Soybean meal,189351223,0,Exports,Fiscal year total
WA,2021,Philippines,Soybean meal,906379274,0,Exports,Fiscal year total
WA,2021,World,Soybean meal,1238134379,0,Exports,Fiscal year total
WA,2021,Japan,Soybean meal,12883923,1,Exports,Fiscal quarter 1
WA,2021,Bangladesh,Soybean meal,22374000,1,Exports,Fiscal quarter 1
WA,2021,Vietnam,Soybean meal,22973181,1,Exports,Fiscal quarter 1
WA,2021,Indonesia,Soybean meal,32289631,1,Exports,Fiscal quarter 1
WA,2021,Philippines,Soybean meal,231046391,1,Exports,Fiscal quarter 1
WA,2021,World,Soybean meal,329723298,1,Exports,Fiscal quarter 1
WA,2021,Japan,Soybean meal,1940313,2,Exports,Fiscal quarter 2
WA,2021,Bangladesh,Soybean meal,23345010,2,Exports,Fiscal quarter 2
WA,2021,Indonesia,Soybean meal,23905033,2,Exports,Fiscal quarter 2
WA,2021,Vietnam,Soybean meal,99356809,2,Exports,Fiscal quarter 2
WA,2021,Philippines,Soybean meal,244390651,2,Exports,Fiscal quarter 2
WA,2021,World,Soybean meal,392975794,2,Exports,Fiscal quarter 2
WA,2021,Japan,Soybean meal,1581870,3,Exports,Fiscal quarter 3
WA,2021,Philippines,Soybean meal,241676894,3,Exports,Fiscal quarter 3
WA,2021,World,Soybean meal,243634720,3,Exports,Fiscal quarter 3
WA,2021,Japan,Soybean meal,14108876,4,Exports,Fiscal quarter 4
WA,2021,Vietnam,Soybean meal,67021233,4,Exports,Fiscal quarter 4
WA,2021,Philippines,Soybean meal,189265338,4,Exports,Fiscal quarter 4
WA,2021,World,Soybean meal,271800567,4,Exports,Fiscal quarter 4
WV,2021,Venezuela,Soybean meal,4573103,0,Exports,Fiscal year total
WV,2021,World,Soybean meal,4573103,0,Exports,Fiscal year total
WV,2021,Venezuela,Soybean meal,4573103,4,Exports,Fiscal quarter 4
WV,2021,World,Soybean meal,4573103,4,Exports,Fiscal quarter 4
GA,2021,Brazil,Vegetable oils (excluding soybean),6226062,0,Exports,Fiscal year total
GA,2021,China,Vegetable oils (excluding soybean),7484997,0,Exports,Fiscal year total
GA,2021,Uruguay,Vegetable oils (excluding soybean),8019695,0,Exports,Fiscal year total
GA,2021,Canada,Vegetable oils (excluding soybean),65764207,0,Exports,Fiscal year total
GA,2021,Singapore,Vegetable oils (excluding soybean),67989406,0,Exports,Fiscal year total
GA,2021,World,Vegetable oils (excluding soybean),182243641,0,Exports,Fiscal year total
GA,2021,China,Vegetable oils (excluding soybean),1071135,1,Exports,Fiscal quarter 1
GA,2021,Brazil,Vegetable oils (excluding soybean),1799136,1,Exports,Fiscal quarter 1
GA,2021,Uruguay,Vegetable oils (excluding soybean),1832443,1,Exports,Fiscal quarter 1
GA,2021,Singapore,Vegetable oils (excluding soybean),9065528,1,Exports,Fiscal quarter 1
GA,2021,Canada,Vegetable oils (excluding soybean),16372501,1,Exports,Fiscal quarter 1
GA,2021,World,Vegetable oils (excluding soybean),37267971,1,Exports,Fiscal quarter 1
GA,2021,Brazil,Vegetable oils (excluding soybean),1769982,2,Exports,Fiscal quarter 2
GA,2021,Uruguay,Vegetable oils (excluding soybean),2699881,2,Exports,Fiscal quarter 2
GA,2021,China,Vegetable oils (excluding soybean),2874570,2,Exports,Fiscal quarter 2
GA,2021,Canada,Vegetable oils (excluding soybean),13276609,2,Exports,Fiscal quarter 2
GA,2021,Singapore,Vegetable oils (excluding soybean),20270299,2,Exports,Fiscal quarter 2
GA,2021,World,Vegetable oils (excluding soybean),47210076,2,Exports,Fiscal quarter 2
GA,2021,Brazil,Vegetable oils (excluding soybean),1420240,3,Exports,Fiscal quarter 3
GA,2021,Uruguay,Vegetable oils (excluding soybean),1993455,3,Exports,Fiscal quarter 3
GA,2021,China,Vegetable oils (excluding soybean),2919156,3,Exports,Fiscal quarter 3
GA,2021,Singapore,Vegetable oils (excluding soybean),16449332,3,Exports,Fiscal quarter 3
GA,2021,Canada,Vegetable oils (excluding soybean),19419299,3,Exports,Fiscal quarter 3
GA,2021,World,Vegetable oils (excluding soybean),48560356,3,Exports,Fiscal quarter 3
GA,2021,China,Vegetable oils (excluding soybean),620136,4,Exports,Fiscal quarter 4
GA,2021,Brazil,Vegetable oils (excluding soybean),1236704,4,Exports,Fiscal quarter 4
GA,2021,Uruguay,Vegetable oils (excluding soybean),1493916,4,Exports,Fiscal quarter 4
GA,2021,Canada,Vegetable oils (excluding soybean),16695798,4,Exports,Fiscal quarter 4
GA,2021,Singapore,Vegetable oils (excluding soybean),22204247,4,Exports,Fiscal quarter 4
GA,2021,World,Vegetable oils (excluding soybean),49205238,4,Exports,Fiscal quarter 4
NJ,2021,South Sudan,Vegetable oils (excluding soybean),5315292,0,Exports,Fiscal year total
NJ,2021,Yemen,Vegetable oils (excluding soybean),9992602,0,Exports,Fiscal year total
NJ,2021,United Kingdom,Vegetable oils (excluding soybean),24192210,0,Exports,Fiscal year total
NJ,2021,Singapore,Vegetable oils (excluding soybean),65546354,0,Exports,Fiscal year total
NJ,2021,Canada,Vegetable oils (excluding soybean),70475800,0,Exports,Fiscal year total
NJ,2021,World,Vegetable oils (excluding soybean),237296719,0,Exports,Fiscal year total
NJ,2021,South Sudan,Vegetable oils (excluding soybean),864413,1,Exports,Fiscal quarter 1
NJ,2021,United Kingdom,Vegetable oils (excluding soybean),4879285,1,Exports,Fiscal quarter 1
NJ,2021,Singapore,Vegetable oils (excluding soybean),12038928,1,Exports,Fiscal quarter 1
NJ,2021,Canada,Vegetable oils (excluding soybean),15061662,1,Exports,Fiscal quarter 1
NJ,2021,World,Vegetable oils (excluding soybean),46172819,1,Exports,Fiscal quarter 1
NJ,2021,Yemen,Vegetable oils (excluding soybean),2129256,2,Exports,Fiscal quarter 2
NJ,2021,United Kingdom,Vegetable oils (excluding soybean),2458611,2,Exports,Fiscal quarter 2
NJ,2021,South Sudan,Vegetable oils (excluding soybean),4450879,2,Exports,Fiscal quarter 2
NJ,2021,Canada,Vegetable oils (excluding soybean),17701797,2,Exports,Fiscal quarter 2
NJ,2021,Singapore,Vegetable oils (excluding soybean),21748016,2,Exports,Fiscal quarter 2
NJ,2021,World,Vegetable oils (excluding soybean),59793383,2,Exports,Fiscal quarter 2
NJ,2021,Yemen,Vegetable oils (excluding soybean),7863346,3,Exports,Fiscal quarter 3
NJ,2021,United Kingdom,Vegetable oils (excluding soybean),11210322,3,Exports,Fiscal quarter 3
NJ,2021,Singapore,Vegetable oils (excluding soybean),12481817,3,Exports,Fiscal quarter 3
NJ,2021,Canada,Vegetable oils (excluding soybean),18408622,3,Exports,Fiscal quarter 3
NJ,2021,World,Vegetable oils (excluding soybean),70388798,3,Exports,Fiscal quarter 3
NJ,2021,United Kingdom,Vegetable oils (excluding soybean),5643992,4,Exports,Fiscal quarter 4
NJ,2021,Singapore,Vegetable oils (excluding soybean),19277593,4,Exports,Fiscal quarter 4
NJ,2021,Canada,Vegetable oils (excluding soybean),19303719,4,Exports,Fiscal quarter 4
NJ,2021,World,Vegetable oils (excluding soybean),60941719,4,Exports,Fiscal quarter 4
SC,2021,Ireland,Vegetable oils (excluding soybean),5990864,0,Exports,Fiscal year total
SC,2021,Singapore,Vegetable oils (excluding soybean),7018354,0,Exports,Fiscal year total
SC,2021,Mexico,Vegetable oils (excluding soybean),7380996,0,Exports,Fiscal year total
SC,2021,Switzerland,Vegetable oils (excluding soybean),17010000,0,Exports,Fiscal year total
SC,2021,Netherlands,Vegetable oils (excluding soybean),51501771,0,Exports,Fiscal year total
SC,2021,World,Vegetable oils (excluding soybean),104041823,0,Exports,Fiscal year total
