Year,Month,Month-number,Data_Item,Value,Units
1993,July,7,Pork net farm value,86.365985600000000000000000000000,Cents per pound of retail equivalent
1993,August,8,Pork net farm value,90.280556800000000000000000000000,Cents per pound of retail equivalent
1993,September,9,Pork net farm value,90.419236600000000000000000000000,Cents per pound of retail equivalent
1993,October,10,Pork net farm value,88.061680000000000000000000000000,Cents per pound of retail equivalent
1993,November,11,Pork net farm value,80.093857800000000000000000000000,Cents per pound of retail equivalent
1993,December,12,Pork net farm value,75.252193800000000000000000000000,Cents per pound of retail equivalent
1994,January,1,Pork net farm value,81.777826800000000000000000000000,Cents per pound of retail equivalent
1994,February,2,Pork net farm value,89.923951600000000000000000000000,Cents per pound of retail equivalent
1994,March,3,Pork net farm value,82.474865200000000000000000000000,Cents per pound of retail equivalent
1994,April,4,Pork net farm value,79.376604400000000000000000000000,Cents per pound of retail equivalent
1994,May,5,Pork net farm value,79.142910600000000000000000000000,Cents per pound of retail equivalent
1994,June,6,Pork net farm value,79.673775400000000000000000000000,Cents per pound of retail equivalent
1994,July,7,Pork net farm value,79.218113200000000000000000000000,Cents per pound of retail equivalent
1994,August,8,Pork net farm value,78.278891400000000000000000000000,Cents per pound of retail equivalent
1994,September,9,Pork net farm value,65.679244600000000000000000000000,Cents per pound of retail equivalent
1994,October,10,Pork net farm value,59.605230800000000000000000000000,Cents per pound of retail equivalent
1994,November,11,Pork net farm value,51.772045400000000000000000000000,Cents per pound of retail equivalent
1994,December,12,Pork net farm value,59.620999200000000000000000000000,Cents per pound of retail equivalent
1995,January,1,Pork net farm value,69.347993000000000000000000000000,Cents per pound of retail equivalent
1995,February,2,Pork net farm value,72.826713400000000000000000000000,Cents per pound of retail equivalent
1995,March,3,Pork net farm value,70.184114800000000000000000000000,Cents per pound of retail equivalent
1995,April,4,Pork net farm value,66.550946200000000000000000000000,Cents per pound of retail equivalent
1995,May,5,Pork net farm value,69.740581600000000000000000000000,Cents per pound of retail equivalent
1995,June,6,Pork net farm value,80.874184800000000000000000000000,Cents per pound of retail equivalent
1995,July,7,Pork net farm value,87.708714200000000000000000000000,Cents per pound of retail equivalent
1995,August,8,Pork net farm value,91.999702000000000000000000000000,Cents per pound of retail equivalent
1995,September,9,Pork net farm value,90.173010200000000000000000000000,Cents per pound of retail equivalent
1995,October,10,Pork net farm value,84.832018200000000000000000000000,Cents per pound of retail equivalent
1995,November,11,Pork net farm value,73.825369400000000000000000000000,Cents per pound of retail equivalent
1995,December,12,Pork net farm value,81.920146000000000000000000000000,Cents per pound of retail equivalent
1996,January,1,Pork net farm value,78.774176400000000000000000000000,Cents per pound of retail equivalent
1996,February,2,Pork net farm value,87.011675800000000000000000000000,Cents per pound of retail equivalent
1996,March,3,Pork net farm value,91.239186400000000000000000000000,Cents per pound of retail equivalent
1996,April,4,Pork net farm value,94.266287600000000000000000000000,Cents per pound of retail equivalent
1996,May,5,Pork net farm value,107.657986800000000000000000000000,Cents per pound of retail equivalent
1996,June,6,Pork net farm value,104.499888200000000000000000000000,Cents per pound of retail equivalent
1996,July,7,Pork net farm value,110.367702000000000000000000000000,Cents per pound of retail equivalent
1996,August,8,Pork net farm value,110.993580800000000000000000000000,Cents per pound of retail equivalent
1996,September,9,Pork net farm value,100.945561600000000000000000000000,Cents per pound of retail equivalent
1996,October,10,Pork net farm value,102.558371000000000000000000000000,Cents per pound of retail equivalent
1996,November,11,Pork net farm value,101.987883400000000000000000000000,Cents per pound of retail equivalent
1996,December,12,Pork net farm value,102.384111400000000000000000000000,Cents per pound of retail equivalent
1997,January,1,Pork net farm value,99.202562000000000000000000000000,Cents per pound of retail equivalent
1997,February,2,Pork net farm value,95.600930200000000000000000000000,Cents per pound of retail equivalent
1997,March,3,Pork net farm value,89.649827800000000000000000000000,Cents per pound of retail equivalent
1997,April,4,Pork net farm value,101.889230000000000000000000000000,Cents per pound of retail equivalent
1997,May,5,Pork net farm value,107.463915800000000000000000000000,Cents per pound of retail equivalent
1997,June,6,Pork net farm value,107.162701800000000000000000000000,Cents per pound of retail equivalent
1997,July,7,Pork net farm value,109.622954800000000000000000000000,Cents per pound of retail equivalent
1997,August,8,Pork net farm value,100.062134600000000000000000000000,Cents per pound of retail equivalent
1997,September,9,Pork net farm value,92.042964200000000000000000000000,Cents per pound of retail equivalent
1997,October,10,Pork net farm value,86.068007400000000000000000000000,Cents per pound of retail equivalent
1997,November,11,Pork net farm value,82.256536200000000000000000000000,Cents per pound of retail equivalent
1997,December,12,Pork net farm value,73.005016000000000000000000000000,Cents per pound of retail equivalent
1998,January,1,Pork net farm value,67.490168000000000000000000000000,Cents per pound of retail equivalent
1998,February,2,Pork net farm value,64.154170400000000000000000000000,Cents per pound of retail equivalent
1998,March,3,Pork net farm value,65.600000000000000000000000000000,Cents per pound of retail equivalent
1998,April,4,Pork net farm value,66.500000000000000000000000000000,Cents per pound of retail equivalent
1998,May,5,Pork net farm value,80.400000000000000000000000000000,Cents per pound of retail equivalent
1998,June,6,Pork net farm value,79.900000000000000000000000000000,Cents per pound of retail equivalent
1998,July,7,Pork net farm value,70.300000000000000000000000000000,Cents per pound of retail equivalent
1998,August,8,Pork net farm value,66.900000000000000000000000000000,Cents per pound of retail equivalent
1998,September,9,Pork net farm value,56.400000000000000000000000000000,Cents per pound of retail equivalent
1998,October,10,Pork net farm value,52.100000000000000000000000000000,Cents per pound of retail equivalent
1998,November,11,Pork net farm value,35.000000000000000000000000000000,Cents per pound of retail equivalent
1998,December,12,Pork net farm value,29.300000000000000000000000000000,Cents per pound of retail equivalent
1999,January,1,Pork net farm value,50.700000000000000000000000000000,Cents per pound of retail equivalent
1999,February,2,Pork net farm value,52.600000000000000000000000000000,Cents per pound of retail equivalent
1999,March,3,Pork net farm value,50.200000000000000000000000000000,Cents per pound of retail equivalent
1999,April,4,Pork net farm value,56.400000000000000000000000000000,Cents per pound of retail equivalent
1999,May,5,Pork net farm value,68.500000000000000000000000000000,Cents per pound of retail equivalent
1999,June,6,Pork net farm value,63.000000000000000000000000000000,Cents per pound of retail equivalent
1999,July,7,Pork net farm value,58.400000000000000000000000000000,Cents per pound of retail equivalent
1999,August,8,Pork net farm value,68.600000000000000000000000000000,Cents per pound of retail equivalent
1999,September,9,Pork net farm value,63.700000000000000000000000000000,Cents per pound of retail equivalent
1999,October,10,Pork net farm value,63.200000000000000000000000000000,Cents per pound of retail equivalent
1999,November,11,Pork net farm value,62.400000000000000000000000000000,Cents per pound of retail equivalent
1999,December,12,Pork net farm value,66.782935780132900000000000000000,Cents per pound of retail equivalent
2000,January,1,Pork net farm value,68.031337148906600000000000000000,Cents per pound of retail equivalent
2000,February,2,Pork net farm value,74.073468378314400000000000000000,Cents per pound of retail equivalent
2000,March,3,Pork net farm value,77.441603728131100000000000000000,Cents per pound of retail equivalent
2000,April,4,Pork net farm value,88.398568055764600000000000000000,Cents per pound of retail equivalent
2000,May,5,Pork net farm value,89.449354269983600000000000000000,Cents per pound of retail equivalent
2000,June,6,Pork net farm value,91.748821913282800000000000000000,Cents per pound of retail equivalent
2000,July,7,Pork net farm value,89.960223011331000000000000000000,Cents per pound of retail equivalent
2000,August,8,Pork net farm value,80.819772024286800000000000000000,Cents per pound of retail equivalent
2000,September,9,Pork net farm value,77.217686139711700000000000000000,Cents per pound of retail equivalent
2000,October,10,Pork net farm value,76.343010772702800000000000000000,Cents per pound of retail equivalent
2000,November,11,Pork net farm value,67.013832516365300000000000000000,Cents per pound of retail equivalent
2000,December,12,Pork net farm value,73.482911642514700000000000000000,Cents per pound of retail equivalent
2001,January,1,Pork net farm value,68.572570164189700000000000000000,Cents per pound of retail equivalent
2001,February,2,Pork net farm value,73.745262675151900000000000000000,Cents per pound of retail equivalent
2001,March,3,Pork net farm value,85.980965688298700000000000000000,Cents per pound of retail equivalent
2001,April,4,Pork net farm value,87.231965170467700000000000000000,Cents per pound of retail equivalent
2001,May,5,Pork net farm value,93.037278646149300000000000000000,Cents per pound of retail equivalent
2001,June,6,Pork net farm value,96.957432058352300000000000000000,Cents per pound of retail equivalent
2001,July,7,Pork net farm value,95.179695689741400000000000000000,Cents per pound of retail equivalent
2001,August,8,Pork net farm value,92.596193875093200000000000000000,Cents per pound of retail equivalent
2001,September,9,Pork net farm value,82.743790129406900000000000000000,Cents per pound of retail equivalent
2001,October,10,Pork net farm value,73.078075280154800000000000000000,Cents per pound of retail equivalent
2001,November,11,Pork net farm value,62.872372275719100000000000000000,Cents per pound of retail equivalent
2001,December,12,Pork net farm value,62.393884698862000000000000000000,Cents per pound of retail equivalent
2002,January,1,Pork net farm value,71.531261110505300000000000000000,Cents per pound of retail equivalent
2002,February,2,Pork net farm value,72.399936230602300000000000000000,Cents per pound of retail equivalent
2002,March,3,Pork net farm value,66.652402242272800000000000000000,Cents per pound of retail equivalent
2002,April,4,Pork net farm value,58.673725500608800000000000000000,Cents per pound of retail equivalent
2002,May,5,Pork net farm value,61.788434656010500000000000000000,Cents per pound of retail equivalent
2002,June,6,Pork net farm value,66.285792172665400000000000000000,Cents per pound of retail equivalent
2002,July,7,Pork net farm value,71.954884127796100000000000000000,Cents per pound of retail equivalent
2002,August,8,Pork net farm value,60.052829926628700000000000000000,Cents per pound of retail equivalent
2002,September,9,Pork net farm value,47.689465395069100000000000000000,Cents per pound of retail equivalent
2002,October,10,Pork net farm value,56.057429593149400000000000000000,Cents per pound of retail equivalent
2002,November,11,Pork net farm value,52.974516965766000000000000000000,Cents per pound of retail equivalent
2002,December,12,Pork net farm value,57.130982577967300000000000000000,Cents per pound of retail equivalent
2003,January,1,Pork net farm value,60.845134742705200000000000000000,Cents per pound of retail equivalent
2003,February,2,Pork net farm value,63.035638193754400000000000000000,Cents per pound of retail equivalent
2003,March,3,Pork net farm value,63.889352814975900000000000000000,Cents per pound of retail equivalent
2003,April,4,Pork net farm value,64.490147263634300000000000000000,Cents per pound of retail equivalent
2003,May,5,Pork net farm value,77.376317464823200000000000000000,Cents per pound of retail equivalent
2003,June,6,Pork net farm value,84.989445042548800000000000000000,Cents per pound of retail equivalent
2003,July,7,Pork net farm value,79.520164031956900000000000000000,Cents per pound of retail equivalent
2003,August,8,Pork net farm value,73.973336637478400000000000000000,Cents per pound of retail equivalent
2003,September,9,Pork net farm value,73.616269947204600000000000000000,Cents per pound of retail equivalent
2003,October,10,Pork net farm value,67.321322080853500000000000000000,Cents per pound of retail equivalent
2003,November,11,Pork net farm value,62.651266733734000000000000000000,Cents per pound of retail equivalent
2003,December,12,Pork net farm value,62.804683640653700000000000000000,Cents per pound of retail equivalent
2004,January,1,Pork net farm value,68.368690797199200000000000000000,Cents per pound of retail equivalent
2004,February,2,Pork net farm value,79.432504400940600000000000000000,Cents per pound of retail equivalent
2004,March,3,Pork net farm value,84.954634905313500000000000000000,Cents per pound of retail equivalent
2004,April,4,Pork net farm value,85.052266012872800000000000000000,Cents per pound of retail equivalent
2004,May,5,Pork net farm value,103.290422348854000000000000000000,Cents per pound of retail equivalent
2004,June,6,Pork net farm value,102.245218346393000000000000000000,Cents per pound of retail equivalent
2004,July,7,Pork net farm value,102.164883471244000000000000000000,Cents per pound of retail equivalent
2004,August,8,Pork net farm value,98.308098170568700000000000000000,Cents per pound of retail equivalent
2004,September,9,Pork net farm value,96.541967729021700000000000000000,Cents per pound of retail equivalent
2004,October,10,Pork net farm value,93.681594221836000000000000000000,Cents per pound of retail equivalent
2004,November,11,Pork net farm value,98.176169988215900000000000000000,Cents per pound of retail equivalent
2004,December,12,Pork net farm value,93.077204203313000000000000000000,Cents per pound of retail equivalent
2005,January,1,Pork net farm value,94.033601796080500000000000000000,Cents per pound of retail equivalent
2005,February,2,Pork net farm value,90.138705751186000000000000000000,Cents per pound of retail equivalent
2005,March,3,Pork net farm value,90.608725832164300000000000000000,Cents per pound of retail equivalent
2005,April,4,Pork net farm value,89.745054682730400000000000000000,Cents per pound of retail equivalent
2005,May,5,Pork net farm value,97.369979949600000000000000000000,Cents per pound of retail equivalent
2005,June,6,Pork net farm value,87.392497499138200000000000000000,Cents per pound of retail equivalent
2005,July,7,Pork net farm value,87.948279894249900000000000000000,Cents per pound of retail equivalent
2005,August,8,Pork net farm value,90.994169141827100000000000000000,Cents per pound of retail equivalent
2005,September,9,Pork net farm value,87.990487615569800000000000000000,Cents per pound of retail equivalent
2005,October,10,Pork net farm value,83.120617725208600000000000000000,Cents per pound of retail equivalent
2005,November,11,Pork net farm value,77.556642885934400000000000000000,Cents per pound of retail equivalent
2005,December,12,Pork net farm value,78.870964197351200000000000000000,Cents per pound of retail equivalent
2006,January,1,Pork net farm value,72.827785933995400000000000000000,Cents per pound of retail equivalent
2006,February,2,Pork net farm value,76.247193149449000000000000000000,Cents per pound of retail equivalent
2006,March,3,Pork net farm value,76.669393907415000000000000000000,Cents per pound of retail equivalent
2006,April,4,Pork net farm value,73.204814075435600000000000000000,Cents per pound of retail equivalent
2006,May,5,Pork net farm value,86.748363321424100000000000000000,Cents per pound of retail equivalent
2006,June,6,Pork net farm value,97.363615837121400000000000000000,Cents per pound of retail equivalent
2006,July,7,Pork net farm value,91.644299777608100000000000000000,Cents per pound of retail equivalent
2006,August,8,Pork net farm value,93.679794516689000000000000000000,Cents per pound of retail equivalent
2006,September,9,Pork net farm value,87.989741147401000000000000000000,Cents per pound of retail equivalent
2006,October,10,Pork net farm value,83.494142481672000000000000000000,Cents per pound of retail equivalent
2006,November,11,Pork net farm value,80.727139102690800000000000000000,Cents per pound of retail equivalent
2006,December,12,Pork net farm value,78.707468067413800000000000000000,Cents per pound of retail equivalent
2007,January,1,Pork net farm value,77.193230096901200000000000000000,Cents per pound of retail equivalent
2007,February,2,Pork net farm value,85.394294702824100000000000000000,Cents per pound of retail equivalent
2007,March,3,Pork net farm value,79.481019570275800000000000000000,Cents per pound of retail equivalent
2007,April,4,Pork net farm value,84.893046647378000000000000000000,Cents per pound of retail equivalent
2007,May,5,Pork net farm value,95.340217903966200000000000000000,Cents per pound of retail equivalent
2007,June,6,Pork net farm value,95.534123592400700000000000000000,Cents per pound of retail equivalent
2007,July,7,Pork net farm value,90.948705887677200000000000000000,Cents per pound of retail equivalent
2007,August,8,Pork net farm value,90.175428749297400000000000000000,Cents per pound of retail equivalent
2007,September,9,Pork net farm value,80.609094783408700000000000000000,Cents per pound of retail equivalent
2007,October,10,Pork net farm value,72.459518139000700000000000000000,Cents per pound of retail equivalent
2007,November,11,Pork net farm value,63.710733678251700000000000000000,Cents per pound of retail equivalent
2007,December,12,Pork net farm value,68.045069288254800000000000000000,Cents per pound of retail equivalent
2008,January,1,Pork net farm value,63.361030223755600000000000000000,Cents per pound of retail equivalent
2008,February,2,Pork net farm value,73.441186624419300000000000000000,Cents per pound of retail equivalent
2008,March,3,Pork net farm value,67.286803104467900000000000000000,Cents per pound of retail equivalent
2008,April,4,Pork net farm value,77.407740953345700000000000000000,Cents per pound of retail equivalent
2008,May,5,Pork net farm value,99.961760391667200000000000000000,Cents per pound of retail equivalent
2008,June,6,Pork net farm value,94.311667858433900000000000000000,Cents per pound of retail equivalent
2008,July,7,Pork net farm value,96.865246805438700000000000000000,Cents per pound of retail equivalent
2008,August,8,Pork net farm value,107.777354385788000000000000000000,Cents per pound of retail equivalent
2008,September,9,Pork net farm value,90.738803863528400000000000000000,Cents per pound of retail equivalent
2008,October,10,Pork net farm value,81.163500029275700000000000000000,Cents per pound of retail equivalent
2008,November,11,Pork net farm value,67.609275618111800000000000000000,Cents per pound of retail equivalent
2008,December,12,Pork net farm value,69.725452182434700000000000000000,Cents per pound of retail equivalent
2009,January,1,Pork net farm value,72.020591323679700000000000000000,Cents per pound of retail equivalent
2009,February,2,Pork net farm value,73.965613633100200000000000000000,Cents per pound of retail equivalent
2009,March,3,Pork net farm value,74.065565405581700000000000000000,Cents per pound of retail equivalent
2009,April,4,Pork net farm value,74.399475886610900000000000000000,Cents per pound of retail equivalent
2009,May,5,Pork net farm value,74.868124313990100000000000000000,Cents per pound of retail equivalent
2009,June,6,Pork net farm value,72.987250933114700000000000000000,Cents per pound of retail equivalent
2009,July,7,Pork net farm value,74.180702206239900000000000000000,Cents per pound of retail equivalent
2009,August,8,Pork net farm value,63.169451338248300000000000000000,Cents per pound of retail equivalent
2009,September,9,Pork net farm value,64.776887908476100000000000000000,Cents per pound of retail equivalent
2009,October,10,Pork net farm value,65.267381681512400000000000000000,Cents per pound of retail equivalent
2009,November,11,Pork net farm value,69.261001409672900000000000000000,Cents per pound of retail equivalent
2009,December,12,Pork net farm value,79.461665721905300000000000000000,Cents per pound of retail equivalent
2010,January,1,Pork net farm value,86.424107217249900000000000000000,Cents per pound of retail equivalent
2010,February,2,Pork net farm value,84.858814451250700000000000000000,Cents per pound of retail equivalent
2010,March,3,Pork net farm value,90.859568346649000000000000000000,Cents per pound of retail equivalent
2010,April,4,Pork net farm value,99.948093744388300000000000000000,Cents per pound of retail equivalent
2010,May,5,Pork net farm value,109.934087123367000000000000000000,Cents per pound of retail equivalent
2010,June,6,Pork net farm value,101.456806359160000000000000000000,Cents per pound of retail equivalent
2010,July,7,Pork net farm value,101.497152592273000000000000000000,Cents per pound of retail equivalent
2010,August,8,Pork net farm value,107.368568486554000000000000000000,Cents per pound of retail equivalent
2010,September,9,Pork net farm value,105.242334906863000000000000000000,Cents per pound of retail equivalent
2010,October,10,Pork net farm value,90.656460452898800000000000000000,Cents per pound of retail equivalent
2010,November,11,Pork net farm value,81.483721643003400000000000000000,Cents per pound of retail equivalent
2010,December,12,Pork net farm value,88.314837758294700000000000000000,Cents per pound of retail equivalent
2011,January,1,Pork net farm value,95.965943123568400000000000000000,Cents per pound of retail equivalent
2011,February,2,Pork net farm value,106.534102713714000000000000000000,Cents per pound of retail equivalent
2011,March,3,Pork net farm value,108.136303120069000000000000000000,Cents per pound of retail equivalent
2011,April,4,Pork net farm value,117.892159603598000000000000000000,Cents per pound of retail equivalent
2011,May,5,Pork net farm value,118.279913687219000000000000000000,Cents per pound of retail equivalent
2011,June,6,Pork net farm value,120.516010610374000000000000000000,Cents per pound of retail equivalent
2011,July,7,Pork net farm value,123.333984450415000000000000000000,Cents per pound of retail equivalent
2011,August,8,Pork net farm value,131.093959634404000000000000000000,Cents per pound of retail equivalent
2011,September,9,Pork net farm value,112.332386662964000000000000000000,Cents per pound of retail equivalent
2011,October,10,Pork net farm value,117.127841784767000000000000000000,Cents per pound of retail equivalent
2011,November,11,Pork net farm value,109.121464841312000000000000000000,Cents per pound of retail equivalent
2011,December,12,Pork net farm value,106.931993032810000000000000000000,Cents per pound of retail equivalent
2012,January,1,Pork net farm value,107.036522306891000000000000000000,Cents per pound of retail equivalent
2012,February,2,Pork net farm value,109.927315527469000000000000000000,Cents per pound of retail equivalent
2012,March,3,Pork net farm value,105.940386496092000000000000000000,Cents per pound of retail equivalent
2012,April,4,Pork net farm value,101.078140129933000000000000000000,Cents per pound of retail equivalent
2012,May,5,Pork net farm value,100.104534001291000000000000000000,Cents per pound of retail equivalent
2012,June,6,Pork net farm value,116.845821081272000000000000000000,Cents per pound of retail equivalent
2012,July,7,Pork net farm value,120.365071813531000000000000000000,Cents per pound of retail equivalent
2012,August,8,Pork net farm value,109.233736255342000000000000000000,Cents per pound of retail equivalent
2012,September,9,Pork net farm value,87.126925805141800000000000000000,Cents per pound of retail equivalent
2012,October,10,Pork net farm value,101.268038934655000000000000000000,Cents per pound of retail equivalent
2012,November,11,Pork net farm value,98.402720720940600000000000000000,Cents per pound of retail equivalent
2012,December,12,Pork net farm value,101.319271061273000000000000000000,Cents per pound of retail equivalent
2013,January,1,Pork net farm value,105.135727666470000000000000000000,Cents per pound of retail equivalent
2013,February,2,Pork net farm value,106.195611247845000000000000000000,Cents per pound of retail equivalent
2013,March,3,Pork net farm value,93.308946821939100000000000000000,Cents per pound of retail equivalent
2013,April,4,Pork net farm value,99.182417812664400000000000000000,Cents per pound of retail equivalent
2013,May,5,Pork net farm value,113.852378875978000000000000000000,Cents per pound of retail equivalent
2013,June,6,Pork net farm value,125.349732230830000000000000000000,Cents per pound of retail equivalent
2013,July,7,Pork net farm value,125.375019536958000000000000000000,Cents per pound of retail equivalent
2013,August,8,Pork net farm value,121.797722810726000000000000000000,Cents per pound of retail equivalent
2013,September,9,Pork net farm value,115.817484404361000000000000000000,Cents per pound of retail equivalent
2013,October,10,Pork net farm value,111.868754454826000000000000000000,Cents per pound of retail equivalent
2013,November,11,Pork net farm value,103.209105998933000000000000000000,Cents per pound of retail equivalent
2013,December,12,Pork net farm value,99.733392828717700000000000000000,Cents per pound of retail equivalent
2014,January,1,Pork net farm value,100.652822230962000000000000000000,Cents per pound of retail equivalent
2014,February,2,Pork net farm value,110.802363333079000000000000000000,Cents per pound of retail equivalent
2014,March,3,Pork net farm value,145.667207325896000000000000000000,Cents per pound of retail equivalent
2014,April,4,Pork net farm value,154.385322798693000000000000000000,Cents per pound of retail equivalent
2014,May,5,Pork net farm value,141.073021904893000000000000000000,Cents per pound of retail equivalent
2014,June,6,Pork net farm value,148.088784557432000000000000000000,Cents per pound of retail equivalent
2014,July,7,Pork net farm value,166.468459247296000000000000000000,Cents per pound of retail equivalent
2014,August,8,Pork net farm value,139.483931102772000000000000000000,Cents per pound of retail equivalent
2014,September,9,Pork net farm value,128.732884927531000000000000000000,Cents per pound of retail equivalent
2014,October,10,Pork net farm value,130.704822571717000000000000000000,Cents per pound of retail equivalent
2014,November,11,Pork net farm value,109.886539792953000000000000000000,Cents per pound of retail equivalent
2014,December,12,Pork net farm value,105.518919017418000000000000000000,Cents per pound of retail equivalent
2015,January,1,Pork net farm value,93.428577586044500000000000000000,Cents per pound of retail equivalent
2015,February,2,Pork net farm value,79.107469958971900000000000000000,Cents per pound of retail equivalent
2015,March,3,Pork net farm value,78.998027047340700000000000000000,Cents per pound of retail equivalent
2015,April,4,Pork net farm value,78.236005539562400000000000000000,Cents per pound of retail equivalent
2015,May,5,Pork net farm value,99.664410620349800000000000000000,Cents per pound of retail equivalent
2015,June,6,Pork net farm value,99.631960014961200000000000000000,Cents per pound of retail equivalent
2015,July,7,Pork net farm value,97.752147278228100000000000000000,Cents per pound of retail equivalent
2015,August,8,Pork net farm value,97.980429395665400000000000000000,Cents per pound of retail equivalent
2015,September,9,Pork net farm value,90.648116276740800000000000000000,Cents per pound of retail equivalent
2015,October,10,Pork net farm value,92.072634276041400000000000000000,Cents per pound of retail equivalent
2015,November,11,Pork net farm value,72.935278703617900000000000000000,Cents per pound of retail equivalent
2015,December,12,Pork net farm value,68.274969319248400000000000000000,Cents per pound of retail equivalent
2016,January,1,Pork net farm value,70.427812388611900000000000000000,Cents per pound of retail equivalent
2016,February,2,Pork net farm value,81.399350042073900000000000000000,Cents per pound of retail equivalent
2016,March,3,Pork net farm value,81.740930513722700000000000000000,Cents per pound of retail equivalent
2016,April,4,Pork net farm value,83.088276594683100000000000000000,Cents per pound of retail equivalent
2016,May,5,Pork net farm value,95.202695885540600000000000000000,Cents per pound of retail equivalent
2016,June,6,Pork net farm value,101.605667524585000000000000000000,Cents per pound of retail equivalent
2016,July,7,Pork net farm value,98.141372472277100000000000000000,Cents per pound of retail equivalent
2016,August,8,Pork net farm value,83.165528095480700000000000000000,Cents per pound of retail equivalent
2016,September,9,Pork net farm value,74.925431445802400000000000000000,Cents per pound of retail equivalent
2016,October,10,Pork net farm value,63.941445666319100000000000000000,Cents per pound of retail equivalent
2016,November,11,Pork net farm value,59.191478842316100000000000000000,Cents per pound of retail equivalent
2016,December,12,Pork net farm value,67.947506194361000000000000000000,Cents per pound of retail equivalent
2017,January,1,Pork net farm value,78.870940778434200000000000000000,Cents per pound of retail equivalent
2017,February,2,Pork net farm value,92.116133900929800000000000000000,Cents per pound of retail equivalent
2017,March,3,Pork net farm value,88.082002367026700000000000000000,Cents per pound of retail equivalent
2017,April,4,Pork net farm value,76.662786223715900000000000000000,Cents per pound of retail equivalent
2017,May,5,Pork net farm value,87.914325269384600000000000000000,Cents per pound of retail equivalent
2017,June,6,Pork net farm value,105.551491996906000000000000000000,Cents per pound of retail equivalent
2017,July,7,Pork net farm value,113.909366526162000000000000000000,Cents per pound of retail equivalent
2017,August,8,Pork net farm value,100.620504484943000000000000000000,Cents per pound of retail equivalent
2017,September,9,Pork net farm value,74.718619208363900000000000000000,Cents per pound of retail equivalent
2017,October,10,Pork net farm value,74.352569254550500000000000000000,Cents per pound of retail equivalent
2017,November,11,Pork net farm value,79.846801098747900000000000000000,Cents per pound of retail equivalent
2017,December,12,Pork net farm value,76.244046311651200000000000000000,Cents per pound of retail equivalent
2018,January,1,Pork net farm value,86.906101457860000000000000000000,Cents per pound of retail equivalent
2018,February,2,Pork net farm value,88.601886317517400000000000000000,Cents per pound of retail equivalent
2018,March,3,Pork net farm value,78.040879762885200000000000000000,Cents per pound of retail equivalent
2018,April,4,Pork net farm value,68.429724841036500000000000000000,Cents per pound of retail equivalent
2018,May,5,Pork net farm value,80.632851720546800000000000000000,Cents per pound of retail equivalent
2018,June,6,Pork net farm value,98.876034226122300000000000000000,Cents per pound of retail equivalent
2018,July,7,Pork net farm value,96.241850663236700000000000000000,Cents per pound of retail equivalent
2018,August,8,Pork net farm value,64.815798207374700000000000000000,Cents per pound of retail equivalent
2018,September,9,Pork net farm value,66.205906795252700000000000000000,Cents per pound of retail equivalent
2018,October,10,Pork net farm value,82.397211621000100000000000000000,Cents per pound of retail equivalent
2018,November,11,Pork net farm value,72.370257462639400000000000000000,Cents per pound of retail equivalent
2018,December,12,Pork net farm value,66.515558177818000000000000000000,Cents per pound of retail equivalent
2019,January,1,Pork net farm value,70.033334784171800000000000000000,Cents per pound of retail equivalent
2019,February,2,Pork net farm value,64.694393856358100000000000000000,Cents per pound of retail equivalent
2019,March,3,Pork net farm value,73.629329798167700000000000000000,Cents per pound of retail equivalent
2019,April,4,Pork net farm value,100.546000811586000000000000000000,Cents per pound of retail equivalent
2019,May,5,Pork net farm value,103.505815570576000000000000000000,Cents per pound of retail equivalent
2019,June,6,Pork net farm value,97.962627371150100000000000000000,Cents per pound of retail equivalent
2019,July,7,Pork net farm value,91.993550271592600000000000000000,Cents per pound of retail equivalent
2019,August,8,Pork net farm value,96.587520508715600000000000000000,Cents per pound of retail equivalent
2019,September,9,Pork net farm value,72.051881032086200000000000000000,Cents per pound of retail equivalent
2019,October,10,Pork net farm value,77.679800003176600000000000000000,Cents per pound of retail equivalent
2019,November,11,Pork net farm value,73.634286222759500000000000000000,Cents per pound of retail equivalent
2019,December,12,Pork net farm value,73.065514370789400000000000000000,Cents per pound of retail equivalent
2020,January,1,Pork net farm value,75.029329126904500000000000000000,Cents per pound of retail equivalent
2020,February,2,Pork net farm value,69.364646432026400000000000000000,Cents per pound of retail equivalent
2020,March,3,Pork net farm value,75.059107069201100000000000000000,Cents per pound of retail equivalent
2020,April,4,Pork net farm value,61.680188460972500000000000000000,Cents per pound of retail equivalent
2020,May,5,Pork net farm value,81.645823386579800000000000000000,Cents per pound of retail equivalent
2020,June,6,Pork net farm value,59.013314351284700000000000000000,Cents per pound of retail equivalent
2020,July,7,Pork net farm value,58.738383364188000000000000000000,Cents per pound of retail equivalent
2020,August,8,Pork net farm value,66.951857686053000000000000000000,Cents per pound of retail equivalent
2020,September,9,Pork net farm value,84.022656288018300000000000000000,Cents per pound of retail equivalent
2020,October,10,Pork net farm value,97.303875636536000000000000000000,Cents per pound of retail equivalent
2020,November,11,Pork net farm value,86.512360317368000000000000000000,Cents per pound of retail equivalent
2020,December,12,Pork net farm value,78.760248750736900000000000000000,Cents per pound of retail equivalent
2021,January,1,Pork net farm value,81.864828990735900000000000000000,Cents per pound of retail equivalent
2021,February,2,Pork net farm value,93.440241242051900000000000000000,Cents per pound of retail equivalent
