"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2000","Calendar year","January",NA,"Per capita availability","Fruit and tree nuts","All","United States","     316.670176938792110377107747","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2000","Calendar year","January",NA,"Per capita availability","Citrus fruit","All","United States","     116.912069733949749661405804","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2000","Calendar year","January",NA,"Per capita availability","Noncitrus fruit and tree nuts","All","United States","     171.958520174277225578407524","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2000","Calendar year","January",NA,"Per capita availability","Melons","All","United States","      27.799587030565156453576492","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Apples","All","United States","      43.450004287827965754331672","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Apples","Fresh","United States","      15.606522434690431211379291","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Apples","Canned","United States","       4.568936448700782193554915","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Apples","Frozen","United States","       0.909773306299152983989131","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Apples","Juice","United States","      21.286204429752991984514665","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Apples","Dried","United States","       0.832741483188578435203908","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Apples","Other processed","United States","       0.245826185196033303315133","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapes","All","United States","      44.859724146323216587006755","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapes","Fresh","United States","       7.377405181033655168221230","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapes","Canned","United States","       0.203795746091636614805154","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapes","Juice","United States","       3.622395473589989034479686","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapes","Dried","United States","       6.476555632694809716554118","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapes","Wine","United States","      27.179572112913124470878756","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Bananas","Fresh","United States","      26.631159100698468478185532","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Oranges","All","United States","      87.118274759847665222878277","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Oranges","Fresh","United States","      11.880633303779296383595465","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Oranges","Juice","United States","      75.237641456068374168353330","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapefruit","All","United States","      13.222136660325567447671347","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapefruit","Fresh","United States","       4.845846375774007341874494","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Grapefruit","Juice","United States","       8.376290284551560105796852","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Lemons","All","United States","       8.208016429125793322896243","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Lemons","Fresh","United States","       2.965449370348524293916626","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Lemons","Juice","United States","       5.242567058777269473068827","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other citrus fruit","All","United States","       6.004677021774905476547701","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Fresh","United States","       4.234169917215240275254473","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Juice","United States","       1.770507104559665201293228","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Peaches","Fresh","United States","       5.157843217954459547058832","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Peaches","Canned","United States","       3.506149179300853457874609","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Peaches","Frozen","United States","       0.744666309159542794127162","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Pears","Fresh","United States","       3.250268236878893990393635","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Pears","Canned","United States","       2.981964921823786252019772","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Cherries","All","United States","       1.623574161208295230096610","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Cherries","Fresh","United States","       0.774166919869409109189462","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Cherries","Canned","United States","       0.283201165119769338041067","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Cherries","Frozen","United States","       0.566206076219116893888383","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Strawberries","All","United States","       4.789072010723923078501230","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Strawberries","Fresh","United States","       3.159786041674343071150588","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Strawberries","Frozen","United States","       1.629285969049580229395247","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Pineapples","All","United States","      12.171864547617250451594373","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Pineapples","Fresh","United States","       3.161744676567690426338686","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Pineapples","Canned","United States","       4.361957760264411732009648","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Pineapples","Juice","United States","       4.648162110785148293246039","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Olives","Canned","United States","       1.479414148140720808299875","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Avocados","Fresh","United States","       2.446668545473613232132948","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","All","United States","      10.627780353329843165965940","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Fresh","United States","       4.957885599072502813555730","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Canned","United States","       0.248696549188741039548844","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Frozen","United States","       1.044004948514570152440228","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Juice","United States","       1.885966698968309263051424","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Dried","United States","       2.491226557585718204279601","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","All","United States","     278.273258037534787945332937","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Fresh","United States","      96.449548921030540782339813","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Canned","United States","      17.634115918630698160995962","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Frozen","United States","       4.893936609241962720773245","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Juice","United States","     122.069734617053313741052989","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Dried","United States","       9.800523673469106356037628","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Tree nuts","All","United States","       2.854514411401390283629098","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Almonds","All","United States","       0.844283252732440869792185","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Pecans","All","United States","       0.449389592675673354982280","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Walnuts","All","United States","       0.417397077075847722227309","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Other tree nuts","All","United States","       1.143444488917428669694232","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Fruit and tree nuts","All","United States","     306.929807271963284165394725","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Citrus fruit","All","United States","     114.553104871073941239956184","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Noncitrus fruit and tree nuts","All","United States","     163.720153166460846705376753","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2001","Calendar year","January",NA,"Per capita availability","Melons","All","United States","      28.656549234428510430916504","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Apples","All","United States","      43.133963904324808424917137","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Apples","Fresh","United States","      16.004230255113675696065911","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Apples","Canned","United States","       4.007109653372157076489657","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Apples","Frozen","United States","       0.689601184069946526733474","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Apples","Juice","United States","      21.454343647027133812343891","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Apples","Dried","United States","       0.804251322604270346694477","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Apples","Other processed","United States","       0.174427842137621857965257","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapes","All","United States","      50.657379413585879035508697","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapes","Fresh","United States","       8.416213000204640692913927","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapes","Canned","United States","       0.216632172330840255813911","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapes","Juice","United States","       4.029647598604199743022036","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapes","Dried","United States","       7.011638451851907483103332","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapes","Wine","United States","      30.983248190594292026389667","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Bananas","Fresh","United States","      26.776819665324719466070746","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Oranges","All","United States","      84.265450845593605322392250","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Oranges","Fresh","United States","      11.744268018454308233344818","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Oranges","Juice","United States","      72.521182827139298865404271","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapefruit","All","United States","      11.632781891525770134876439","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapefruit","Fresh","United States","       4.627982037679736926349960","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Grapefruit","Juice","United States","       7.004799853846034096704898","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Lemons","All","United States","       6.633296486395713564832022","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Lemons","Fresh","United States","       3.335470020979989236309393","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Lemons","Juice","United States","       3.297826465415724328522629","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other citrus fruit","All","United States","       5.331668712794334297200294","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Fresh","United States","       3.665816473946979847653438","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Juice","United States","       1.665852238847354005457646","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Peaches","Fresh","United States","       5.227100742202790861767880","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Peaches","Canned","United States","       3.843545789899074360818076","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Peaches","Frozen","United States","       0.677643567449367489885503","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Pears","Fresh","United States","       3.062413318174277421235274","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Pears","Canned","United States","       2.591816121968237407457991","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Cherries","All","United States","       1.218988126594614751496692","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Cherries","Fresh","United States","       0.697948854159716192135932","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Cherries","Canned","United States","       0.035196403237904301530836","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Cherries","Frozen","United States","       0.485842869196994153746516","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Strawberries","All","United States","       5.199136774345786804474301","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Strawberries","Fresh","United States","       3.768493153766002023985493","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Strawberries","Frozen","United States","       1.430643620579785002533413","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Pineapples","All","United States","      13.133005030338733121197947","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Pineapples","Fresh","United States","       3.818849318930862324350528","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Pineapples","Canned","United States","       4.514250606831414991404472","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Pineapples","Juice","United States","       4.799905104576457581799787","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Olives","Canned","United States","       1.311663636614245342926210","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Avocados","Fresh","United States","       2.431686152936978206895446","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","All","United States","      10.832990091847719327233790","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Fresh","United States","       5.040845607736152089728421","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Canned","United States","       0.235115441318718754182271","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Frozen","United States","       0.775278048686845577819327","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Juice","United States","       2.209898908527763161657731","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Dried","United States","       2.571852085578238522600714","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","All","United States","     277.961350271916671772487462","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Fresh","United States","      98.618136619610822890535928","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Canned","United States","      16.755329825572591317950355","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Frozen","United States","       4.059009289982938639695931","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Juice","United States","     116.983456643983956269039481","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Dried","United States","      10.387741860034417129554640","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Tree nuts","All","United States","       3.318413567131111463481830","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Almonds","All","United States","       1.094660130501712069772680","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Pecans","All","United States","       0.473469800131492313255421","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Walnuts","All","United States","       0.524403701217944107071389","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Other tree nuts","All","United States","       1.225879935279962751337735","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Fruit and tree nuts","All","United States","     305.840696010591557296720566","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Citrus fruit","All","United States","     107.863197936309418878408906","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Noncitrus fruit and tree nuts","All","United States","     170.098152335607267104933271","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2002","Calendar year","January",NA,"Per capita availability","Melons","All","United States","      27.879345738674871313378389","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Apples","All","United States","      46.568119882397610354018980","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Apples","Fresh","United States","      16.905713619811631787115402","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Apples","Canned","United States","       4.500073406356094096736342","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Apples","Frozen","United States","       1.032158467277559887875782","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Apples","Juice","United States","      23.130795969773302545036131","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Apples","Dried","United States","       0.639683424107288622906253","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Apples","Other processed","United States","       0.359694995071733636393674","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Grapes","All","United States","      46.635468973686030835779093","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Grapes","Fresh","United States","       7.657289653042731458754133","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Grapes","Canned","United States","       0.188547728617656035199346","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Grapes","Juice","United States","       4.418894210560762481065922","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Grapes","Dried","United States","       6.551705579093519915545585","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Grapes","Wine","United States","      27.819031802371359418657448","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Bananas","Fresh","United States","      26.173429396711231476047033","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Oranges","All","United States","      83.102449366657140217284905","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","2003","Calendar year","January",NA,"Per capita availability","Oranges","Fresh","United States","      11.895816325798689305770495","pounds, farm weight"
