"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  125300.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   71730.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   17200.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Area harvested","Melons","All","United States","  214230.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","United States","   39940.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   19294.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Production","Honeydew","All","United States","    3690.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Production","Melons","All","United States","   62924.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  498902.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  356781.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   65636.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2008","Calendar year","January",NA,"Value of production","Melons","All","United States","  921319.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  123850.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   73930.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   15100.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Area harvested","Melons","All","United States","  212880.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","United States","   38931.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   19059.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Production","Honeydew","All","United States","    3657.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Production","Melons","All","United States","   61647.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  450933.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  344122.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   57093.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2009","Calendar year","January",NA,"Value of production","Melons","All","United States","  852148.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  134090.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   73330.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   16850.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Area harvested","Melons","All","United States","  224270.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","United States","   41701.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   18808.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Production","Honeydew","All","United States","    3704.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Production","Melons","All","United States","   64213.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  499341.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  304896.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   57418.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2010","Calendar year","January",NA,"Value of production","Melons","All","United States","  861655.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  117570.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   70400.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   15400.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Area harvested","Melons","All","United States","  203370.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","United States","   36127.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   18692.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Production","Honeydew","All","United States","    3628.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Production","Melons","All","United States","   58447.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  502560.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  344832.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   80008.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2011","Calendar year","January",NA,"Value of production","Melons","All","United States","  927400.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  115800.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   63430.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   13600.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Area harvested","Melons","All","United States","  192830.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","United States","   36153.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   16706.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Production","Honeydew","All","United States","    3286.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Production","Melons","All","United States","   56145.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  476768.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  319348.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   67973.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2012","Calendar year","January",NA,"Value of production","Melons","All","United States","  864089.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  113630.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   68600.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   14450.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Area harvested","Melons","All","United States","  196680.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","United States","   36102.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   18173.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Production","Honeydew","All","United States","    3605.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Production","Melons","All","United States","   57880.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  513987.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  320029.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   75389.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2013","Calendar year","January",NA,"Value of production","Melons","All","United States","  909405.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  111350.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   58200.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   14450.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Area harvested","Melons","All","United States","  184000.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","United States","   33263.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   13612.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Production","Honeydew","All","United States","    3739.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Production","Melons","All","United States","   50614.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  450324.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  300634.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   88649.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2014","Calendar year","January",NA,"Value of production","Melons","All","United States","  839607.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  116450.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   52100.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   14400.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Area harvested","Melons","All","United States","  182950.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","United States","   35475.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   13552.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Production","Honeydew","All","United States","    3769.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Production","Melons","All","United States","   52796.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  488383.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  264131.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   85343.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2015","Calendar year","January",NA,"Value of production","Melons","All","United States","  837857.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  112000.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   59000.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   12100.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Area harvested","Melons","All","United States","  183100.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","United States","   39949.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   15125.299999999999272404238582","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Production","Honeydew","All","United States","    3932.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Production","Melons","All","United States","   59007.300000000002910383045673","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  546755.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  260565.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   75111.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2016","Calendar year","January",NA,"Value of production","Melons","All","United States","  882431.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  107800.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   63250.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   11600.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Area harvested","Melons","All","United States","  182650.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","United States","   40781.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   15394.799999999999272404238582","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Production","Honeydew","All","United States","    3364.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Production","Melons","All","United States","   59540.300000000002910383045673","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  594033.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  295975.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   94192.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2017","Calendar year","January",NA,"Value of production","Melons","All","United States","  984200.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  108400.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   59800.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   11400.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Area harvested","Melons","All","United States","  179600.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Production","Watermelon","All","United States","   38418.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   14452.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Production","Honeydew","All","United States","    2736.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Production","Melons","All","United States","   55606.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  647430.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  256280.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   53626.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2018","Calendar year","January",NA,"Value of production","Melons","All","United States","  957336.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","   98400.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   46700.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","   10200.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Area harvested","Melons","All","United States","  155300.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Production","Watermelon","All","United States","   35955.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   11133.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Production","Honeydew","All","United States","    2601.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Production","Melons","All","United States","   49689.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  555289.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  237534.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   55401.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2019","Calendar year","January",NA,"Value of production","Melons","All","United States","  848224.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","   97100.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   43900.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","    8300.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Area harvested","Melons","All","United States","  149300.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Production","Watermelon","All","United States","   35253.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   12381.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Production","Honeydew","All","United States","    2448.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Production","Melons","All","United States","   50083.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  599741.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  322066.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   51174.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2020","Calendar year","January",NA,"Value of production","Melons","All","United States","  972981.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  104700.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   43600.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","    7500.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Area harvested","Melons","All","United States","  155800.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Production","Watermelon","All","United States","   35395.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   11573.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Production","Honeydew","All","United States","    1950.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Production","Melons","All","United States","   48918.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  620076.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  301605.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   76050.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2021","Calendar year","January",NA,"Value of production","Melons","All","United States","  997731.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  103400.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Area harvested","Cantaloupe","All","United States","   45600.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Area harvested","Honeydew","All","United States","    7200.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Area harvested","Melons","All","United States","  156200.000000000000000000000000","acres"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Production","Watermelon","All","United States","   35735.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Production","Cantaloupe","All","United States","   12771.500000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Production","Honeydew","All","United States","    1836.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Production","Melons","All","United States","   50343.000000000000000000000000","thousand hundredweight"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Value of production","Watermelon","All","United States","  820549.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Value of production","Cantaloupe","All","United States","  384931.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Value of production","Honeydew","All","United States","   72706.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2022","Calendar year","January",NA,"Value of production","Melons","All","United States"," 1278186.000000000000000000000000","thousand dollars"
"Table E-2--Melons: Area harvested and production, 1980 to date","2023","Calendar year","January",NA,"Area harvested","Watermelon","All","United States","  101200.000000000000000000000000","acres"
