"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2007/08","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       7.528603259999999686158390","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2007/08","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     752.916056740000044555927161","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2007/08","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       2.480724905866833918111070","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2008/09","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2008/09","Marketing year","January",NA,"Imports","Limes","Fresh","United States","     786.652756068418057111557573","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2008/09","Marketing year","January",NA,"Supply","Limes","Fresh","United States","     786.652756068418057111557573","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2008/09","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       6.246344046610209588266116","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2008/09","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     780.406412021807796008943114","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2008/09","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       2.548617698372939610607091","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2009/10","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2009/10","Marketing year","January",NA,"Imports","Limes","Fresh","United States","     799.152793848864121173392050","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2009/10","Marketing year","January",NA,"Supply","Limes","Fresh","United States","     799.152793848864121173392050","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2009/10","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       5.208309999999999995168309","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2009/10","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     793.944483848864138053613715","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2009/10","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       2.570786817345116492816715","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2010/11","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2010/11","Marketing year","January",NA,"Imports","Limes","Fresh","United States","     784.133868210000059661979321","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2010/11","Marketing year","January",NA,"Supply","Limes","Fresh","United States","     784.133868210000059661979321","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2010/11","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       5.406301909999999821820893","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2010/11","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     778.727566300000034971162677","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2010/11","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       2.507553673796577342614000","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2011/12","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2011/12","Marketing year","January",NA,"Imports","Limes","Fresh","United States","     809.845583150000038585858420","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2011/12","Marketing year","January",NA,"Supply","Limes","Fresh","United States","     809.845583150000038585858420","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2011/12","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       5.621340769999999764650056","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2011/12","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     804.224242380000077901058830","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2011/12","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       2.570885457836682874699363","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2012/13","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2012/13","Marketing year","January",NA,"Imports","Limes","Fresh","United States","     942.168609339999989060743246","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2012/13","Marketing year","January",NA,"Supply","Limes","Fresh","United States","     942.168609339999989060743246","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2012/13","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       7.935878599999999671865680","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2012/13","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     934.232730739999965408060234","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2012/13","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       2.964975876123166376174822","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2013/14","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2013/14","Marketing year","January",NA,"Imports","Limes","Fresh","United States","     984.227603029999841055541765","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2013/14","Marketing year","January",NA,"Supply","Limes","Fresh","United States","     984.227603029999841055541765","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2013/14","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      10.070278989999996710480445","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2013/14","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     974.157324039999821252422407","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2013/14","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       3.069970010575094221394465","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2014/15","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2014/15","Marketing year","January",NA,"Imports","Limes","Fresh","United States","     975.325066020000008393253665","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2014/15","Marketing year","January",NA,"Supply","Limes","Fresh","United States","     975.325066020000008393253665","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2014/15","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      10.521629040000000543386705","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2014/15","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","     964.803436980000014955294318","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2014/15","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       3.017921044428685029004100","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2015/16","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2015/16","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1128.365363899999920249683782","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2015/16","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1128.365363899999920249683782","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2015/16","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       8.277890430000001131816134","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2015/16","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1120.087473469999849839950912","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2015/16","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       3.478717665387054402970080","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2016/17","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2016/17","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1227.523749899999984336318448","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2016/17","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1227.523749899999984336318448","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2016/17","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      10.971592389999999639371708","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2016/17","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1216.552157509999915419030003","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2016/17","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       3.752271237408863147066995","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2017/18","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2017/18","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1335.193892649999725108500570","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2017/18","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1335.193892649999725108500570","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2017/18","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      12.124351750000000649265530","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2017/18","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1323.069540899999765315442346","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2017/18","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       4.055782181071891479007263","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2018/19","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2018/19","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1357.402683035064910654909909","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2018/19","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1357.402683035064910654909909","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2018/19","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      12.530413596661398756282324","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2018/19","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1344.872269438403463936992921","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2018/19","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       4.113715628609641683510745","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2019/20","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2019/20","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1420.769048747899887530365959","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2019/20","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1420.769048747899887530365959","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2019/20","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      12.935182310060600485712712","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2019/20","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1407.833866437839333229931071","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2019/20","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       4.285956584376796385527086","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2020/21","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2020/21","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1562.085138355837898416211829","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2020/21","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1562.085138355837898416211829","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2020/21","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      16.515489448188599652667108","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2020/21","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1545.569648907649252578266896","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2020/21","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       4.658512284254213042800075","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2021/22","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2021/22","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1541.670332876117981868446805","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2021/22","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1541.670332876117981868446805","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2021/22","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      13.705477454187398933527220","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2021/22","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1527.964855421930678858188912","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2021/22","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       4.598165169590718193148859","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2022/23","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2022/23","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1477.984737807616966165369377","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2022/23","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1477.984737807616966165369377","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2022/23","Marketing year","January",NA,"Exports","Limes","Fresh","United States","      17.147334291653802296195863","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2022/23","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1460.837403515963160316459835","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2022/23","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       4.380044878707175293186538","pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2023/24P","Marketing year","January",NA,"Utilized production","Limes","Fresh","United States","                               NA","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2023/24P","Marketing year","January",NA,"Imports","Limes","Fresh","United States","    1550.882568964407028033747338","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2023/24P","Marketing year","January",NA,"Supply","Limes","Fresh","United States","    1550.882568964407028033747338","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2023/24P","Marketing year","January",NA,"Exports","Limes","Fresh","United States","       9.714890046105198351256149","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2023/24P","Marketing year","January",NA,"Domestic availability","Limes","Fresh","United States","    1541.167678918301817247993313","million pounds"
"Table G-17--Limes, fresh: Supply and availability, 1980/81 to date","2023/24P","Marketing year","January",NA,"Per capita availability","Limes","Fresh","United States","       4.598291459962143612472119","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1980/81","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4033.630000000000109139364213","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1980/81","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      18.199999999999999289457264","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1980/81","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    4051.829999999999927240423858","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1980/81","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1208.511999999999943611328490","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1980/81","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    2843.318000000000211002770811","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1980/81","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      12.364079907464599727973109","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1981/82","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    3709.420000000000072759576142","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1981/82","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      29.399999999999998578914528","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1981/82","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    3738.820000000000163709046319","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1981/82","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1023.412000000000034560798667","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1981/82","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    2715.407999999999901774572209","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1981/82","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      11.694867951832099706166446","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1982/83","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4786.670000000000072759576142","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1982/83","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      13.400000000000000355271368","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1982/83","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    4800.069999999999708961695433","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1982/83","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1276.522999999999910869519226","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1982/83","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    3523.547000000000025465851650","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1982/83","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      15.038163605867499228452289","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1983/84","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    3802.579999999999927240423858","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1983/84","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      38.500000000000000000000000","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1983/84","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    3841.079999999999927240423858","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1983/84","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1036.722999999999956344254315","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1983/84","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    2804.356999999999970896169543","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1983/84","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      11.865372247702499208799054","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1984/85","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    3808.340000000000145519152284","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1984/85","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      27.500000000000000000000000","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1984/85","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    3835.840000000000145519152284","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1984/85","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1070.294000000000096406438388","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1984/85","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    2765.545999999999821739038453","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1984/85","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      11.597233987235100016732758","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1985/86","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4306.170000000000072759576142","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1985/86","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      62.100000000000001421085472","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1985/86","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    4368.270000000000436557456851","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1985/86","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1135.644000000000005456968211","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1985/86","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    3232.626000000000203726813197","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1985/86","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      13.432838425770100343470403","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1986/87","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4234.770000000000436557456851","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1986/87","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      44.399999999999998578914528","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1986/87","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    4279.170000000000072759576142","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1986/87","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1168.112000000000080035533756","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1986/87","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    3111.057999999999992724042386","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1986/87","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      12.813042618737700450992634","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1987/88","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4286.279999999999745341483504","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1987/88","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      49.600000000000001421085472","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1987/88","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    4335.880000000000109139364213","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1987/88","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","     929.850999999999999090505298","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1987/88","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    3406.028999999999996362021193","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1987/88","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      13.900967672158699883766531","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1988/89","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4110.210000000000036379788071","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1988/89","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      17.199999999999999289457264","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1988/89","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    4127.409999999999854480847716","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1988/89","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1117.778000000000020008883439","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1988/89","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    3009.632000000000061845639721","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1988/89","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      12.167897081773400458359902","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1989/90","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4218.510000000000218278728426","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1989/90","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","      26.335000000000000852651283","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1989/90","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    4244.845000000000254658516496","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1989/90","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","    1152.200000000000045474735089","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1989/90","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    3092.599999999999909050529823","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1989/90","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","      12.369999999999999218402991","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    2513.460000000000036379788071","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","November",NA,"Imports","Oranges","Fresh","United States","     137.287000000000006139089237","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","November",NA,"Supply","Oranges","Fresh","United States","    2650.746999999999843566911295","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","November",NA,"Exports","Oranges","Fresh","United States","     514.254000000000019099388737","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","November",NA,"Domestic availability","Oranges","Fresh","United States","    2136.492999999999938154360279","million pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","November",NA,"Per capita availability","Oranges","Fresh","United States","       8.429999999999999715782906","pounds"
"Table G-18--Oranges, fresh: Supply and availability, 1980/81 to date","1991/92","Marketing year","November",NA,"Utilized production","Oranges","Fresh","United States","    4354.000000000000000000000000","million pounds"
