"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1983","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Washington","    4950.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1983","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Washington","      73.099999999999994315658114","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1983","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Washington","      60.500000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1983","Calendar year","January",NA,"Price received by growers","Blueberries","All","Washington","      64.400000000000005684341886","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1983","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Washington","    4637.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Alabama","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Alabama","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Alabama","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Arkansas","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Arkansas","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Arkansas","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Arkansas","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Arkansas","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Arkansas","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Arkansas","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Arkansas","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Arkansas","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","California","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","California","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","California","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","California","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","California","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","California","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","California","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","California","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","California","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Florida","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Florida","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Florida","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Florida","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Florida","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Florida","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Florida","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Florida","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Florida","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Georgia","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Georgia","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Georgia","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Georgia","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Georgia","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Georgia","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Georgia","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Georgia","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Georgia","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Indiana","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Indiana","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Indiana","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Indiana","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Indiana","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Indiana","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Indiana","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Indiana","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Indiana","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Maine","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Maine","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Maine","   24684.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Maine","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Maine","   24684.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Maine","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Maine","      25.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Maine","      25.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Maine","    6170.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Michigan","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Michigan","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Michigan","   46666.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Michigan","   20484.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Michigan","   26182.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Michigan","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Michigan","      36.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Michigan","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Michigan","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Mississippi","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Mississippi","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Mississippi","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Mississippi","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Mississippi","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Mississippi","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Mississippi","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Mississippi","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Mississippi","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","New Jersey","    7900.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","New Jersey","    3797.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","New Jersey","   30000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","New Jersey","   24140.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","New Jersey","    4860.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","New Jersey","      69.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","New Jersey","      35.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","New Jersey","      62.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","New Jersey","   17980.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","New York","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","New York","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","New York","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","New York","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","New York","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","New York","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","New York","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","New York","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","New York","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","North Carolina","    3200.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","North Carolina","    2940.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","North Carolina","    9410.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","North Carolina","    8460.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","North Carolina","     950.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","North Carolina","      95.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","North Carolina","      30.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","North Carolina","      88.400000000000005684341886","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","North Carolina","    8320.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Oregon","     750.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Oregon","    6000.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Oregon","    4500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Oregon","    2300.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Oregon","    2200.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Oregon","      67.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Oregon","      35.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Oregon","      51.399999999999998578914528","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Oregon","    2311.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Area harvested","Blueberries","All","Washington","     800.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Yield","Blueberries","All","Washington","    6000.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","All","Washington","    4800.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Washington","    1700.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Washington","    3100.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Washington","      64.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Washington","      42.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Price received by growers","Blueberries","All","Washington","      49.799999999999997157829057","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1984","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Washington","    2390.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Area harvested","Blueberries","All","Alabama","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Yield","Blueberries","All","Alabama","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","All","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Price received by growers","Blueberries","All","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Alabama","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Area harvested","Blueberries","All","Arkansas","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Yield","Blueberries","All","Arkansas","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","All","Arkansas","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Arkansas","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Arkansas","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Arkansas","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Arkansas","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Price received by growers","Blueberries","All","Arkansas","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Arkansas","                               NA","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Area harvested","Blueberries","All","California","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Yield","Blueberries","All","California","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","All","California","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","California","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Utilized production","Blueberries","Processed","California","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","1985","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","California","                               NA","cents per pound"
